Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5,6,0,1418.0,930.0,615.0,5.913,104.0,0.1691,9.66,1.157,825.8,1.59
HGS-M5,6,1,1429.0,921.0,580.0,5.859,99.0,0.1707,9.34,1.168,952.8,0.85
HGS-M5,6,2,1425.0,947.0,595.0,6.071,98.0,0.1647,9.35,1.169,908.1,1.11
HGS-M5,6,3,1423.0,935.0,601.0,5.835,103.0,0.1714,9.13,1.128,921.4,1.28
HGS-M5,6,4,1416.0,924.0,582.0,5.939,98.0,0.1684,9.20,1.156,802.8,1.78
HGS-M5,6,5,1413.0,928.0,597.0,5.686,105.0,0.1759,9.98,1.216,964.8,1.93
HGS-M5,6,6,1423.0,925.0,579.0,5.790,100.0,0.1727,9.60,1.215,975.1,1.25
HGS-M5,6,7,1425.0,938.0,603.0,6.091,99.0,0.1642,9.25,1.127,916.9,1.13
HGS-M5,6,8,1421.0,940.0,593.0,5.871,101.0,0.1703,9.17,1.151,790.2,1.43
HGS-M5,6,9,1418.0,921.0,585.0,5.680,103.0,0.1761,9.30,1.161,848.9,1.59
M4G,10,0,1424.0,944.0,620.0,5.082,122.0,0.1968,10.59,1.299,795.7,1.19
M4G,10,1,1430.0,935.0,584.0,4.908,119.0,0.2038,10.34,1.335,833.8,0.72
M4G,10,2,1430.0,987.0,617.0,5.099,121.0,0.1961,10.14,1.310,762.4,0.73
M4G,10,3,1428.0,940.0,607.0,5.188,117.0,0.1928,10.42,1.313,766.5,0.89
M4G,10,4,1431.0,950.0,597.0,5.017,119.0,0.1993,10.68,1.367,772.0,0.70
M4G,10,5,1430.0,953.0,600.0,4.878,123.0,0.2050,10.73,1.354,782.0,0.81
M4G,10,6,1428.0,966.0,606.0,5.179,117.0,0.1931,10.00,1.292,772.0,0.94
M4G,10,7,1431.0,958.0,611.0,5.360,114.0,0.1866,9.96,1.266,879.7,0.70
M4G,10,8,1429.0,958.0,601.0,5.226,115.0,0.1913,10.17,1.318,741.8,0.88
M4G,10,9,1426.0,931.0,592.0,5.239,113.0,0.1909,10.46,1.317,771.8,1.00
HGS-M5-λ,10,0,1430.0,923.0,591.0,4.884,121.0,0.2047,10.64,1.339,867.1,0.77
HGS-M5-λ,10,1,1430.0,916.0,565.0,4.956,114.0,0.2018,10.53,1.371,896.4,0.73
HGS-M5-λ,10,2,1430.0,969.0,614.0,5.248,117.0,0.1906,9.97,1.268,947.0,0.72
HGS-M5-λ,10,3,1431.0,932.0,583.0,5.114,114.0,0.1955,10.31,1.326,954.3,0.71
HGS-M5-λ,10,4,1429.0,928.0,579.0,5.124,113.0,0.1952,10.07,1.321,990.2,0.78
HGS-M5-λ,10,5,1430.0,931.0,589.0,4.908,120.0,0.2037,10.48,1.341,1066.4,0.76
HGS-M5-λ,10,6,1431.0,935.0,581.0,5.188,112.0,0.1928,9.93,1.295,1022.5,0.71
HGS-M5-λ,10,7,1431.0,940.0,606.0,5.224,116.0,0.1914,10.07,1.284,966.6,0.72
HGS-M5-λ,10,8,1430.0,943.0,587.0,4.975,118.0,0.2010,10.01,1.316,930.9,0.74
HGS-M5-λ,10,9,1431.0,925.0,586.0,5.186,113.0,0.1928,9.84,1.259,910.3,0.73
HGS-M5,10,0,1429.0,928.0,592.0,5.431,109.0,0.1841,10.90,1.358,822.0,0.88
HGS-M5,10,1,1429.0,923.0,575.0,5.750,100.0,0.1739,10.19,1.294,1029.8,0.84
HGS-M5,10,2,1429.0,967.0,617.0,5.876,105.0,0.1702,9.91,1.231,923.5,0.85
HGS-M5,10,3,1429.0,944.0,598.0,5.642,106.0,0.1773,10.41,1.303,946.8,0.87
HGS-M5,10,4,1428.0,932.0,583.0,5.716,102.0,0.1750,10.12,1.282,916.7,0.87
HGS-M5,10,5,1428.0,939.0,598.0,5.537,108.0,0.1806,10.51,1.291,886.0,0.90
HGS-M5,10,6,1428.0,933.0,582.0,5.439,107.0,0.1838,10.17,1.295,1024.9,0.89
HGS-M5,10,7,1428.0,943.0,611.0,5.875,104.0,0.1702,9.94,1.222,762.1,0.90
HGS-M5,10,8,1429.0,943.0,591.0,5.629,105.0,0.1777,10.36,1.303,834.7,0.85
HGS-M5,10,9,1429.0,927.0,592.0,5.920,100.0,0.1689,10.06,1.229,875.2,0.84
