#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/11;0/0,1/0;0/11,1/11;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
1079.96;13;17;2;2;0/1030.09,1/890.53;0/36.04,1/39.02;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/9;0/3,1/2;0/5,1/5;0/3,1/10;0/9,1/8;0/5,1/19;0/105,1/105
1139.96;13;19;2;2;0/1090.09,1/950.53;0/36.27,1/39.16;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/6;0/3,1/2;0/5,1/5;0/3,1/10;0/10,1/9;0/5,1/19;0/111,1/111
1199.96;13;20;2;2;0/1150.09,1/1010.53;0/36.4,1/39.38;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/0,1/0;0/0,1/2;0/0,1/0;0/12,1/12;0/3,1/2;0/5,1/5;0/3,1/10;0/11,1/9;0/5,1/19;0/117,1/117
1259.96;17;21;2;2;0/1189.29,1/1045.82;0/36.53,1/39.47;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/6;0/0,1/0;0/2,1/7;0/12,1/13;0/3,1/2;0/5,1/5;0/5,1/12;0/11,1/10;0/8,1/22;0/123,1/123
1319.96;19;23;2;2;0/1220.31,1/1070.8;0/36.58,1/39.6;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/0,1/3;0/0,1/0;0/0,1/4;0/8,1/17;0/3,1/2;0/5,1/5;0/6,1/13;0/12,1/11;0/10,1/25;0/129,1/129
1379.96;21;23;2;2;0/1280.31,1/1110.89;0/36.76,1/39.69;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/0,1/0;0/0,1/2;0/8,1/13;0/3,1/2;0/5,1/5;0/6,1/15;0/12,1/11;0/10,1/27;0/135,1/135
1439.96;23;24;2;2;0/1340.31,1/1150.98;0/36.93,1/39.78;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/14;0/3,1/2;0/5,1/5;0/6,1/17;0/13,1/11;0/10,1/29;0/141,1/141
1499.96;23;25;2;2;0/1400.31,1/1210.98;0/37.07,1/39.82;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/9;0/3,1/2;0/5,1/5;0/6,1/17;0/13,1/12;0/10,1/29;0/147,1/147
1559.96;23;25;2;2;0/1460.31,1/1270.98;0/37.2,1/40;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/6,1/17;0/13,1/12;0/10,1/29;0/153,1/152
1619.96;23;27;2;2;0/1520.31,1/1330.98;0/37.38,1/40.09;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/6,1/17;0/14,1/13;0/10,1/29;0/159,1/158
1679.96;23;28;2;2;0/1580.31,1/1390.98;0/37.6,1/40.22;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/2,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/6,1/17;0/15,1/13;0/10,1/29;0/165,1/164
1739.96;23;30;2;2;0/1640.31,1/1450.98;0/37.73,1/40.36;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/9;0/3,1/2;0/5,1/5;0/6,1/17;0/16,1/14;0/10,1/29;0/171,1/170
1799.96;23;32;2;2;0/1700.31,1/1510.98;0/37.82,1/40.53;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/6,1/17;0/17,1/15;0/10,1/29;0/177,1/176
1859.96;23;33;2;2;0/1760.31,1/1570.98;0/37.96,1/40.67;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/0,1/0;0/4,1/12;0/3,1/2;0/5,1/5;0/6,1/17;0/17,1/16;0/10,1/29;0/183,1/182
1919.96;23;35;2;2;0/1820.31,1/1630.98;0/38.18,1/40.8;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/13;0/3,1/2;0/5,1/5;0/6,1/17;0/18,1/17;0/10,1/29;0/189,1/188
1979.96;23;38;2;2;0/1880.31,1/1690.98;0/38.36,1/40.89;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/9;0/3,1/2;0/5,1/5;0/6,1/17;0/20,1/18;0/10,1/29;0/195,1/194
2039.96;23;40;2;2;0/1940.31,1/1750.98;0/38.44,1/41.02;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/7;0/3,1/2;0/5,1/5;0/6,1/17;0/21,1/19;0/10,1/29;0/201,1/200
2099.96;23;42;2;2;0/2000.31,1/1810.98;0/38.84,1/41.42;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/6,1/17;0/22,1/20;0/10,1/29;0/207,1/206
2159.96;23;43;2;2;0/2060.31,1/1870.98;0/39.29,1/41.82;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/9;0/3,1/2;0/5,1/5;0/6,1/17;0/23,1/20;0/10,1/29;0/213,1/212
2219.96;25;44;2;2;0/2107.2,1/1926.04;0/39.69,1/42.22;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/3,1/16;0/0,1/0;0/7,1/20;0/12,1/6;0/3,1/2;0/5,1/5;0/7,1/18;0/23,1/21;0/12,1/30;0/219,1/218
2279.96;28;46;2;2;0/2120.31,1/1940.98;0/40,1/42.67;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/2,1/14;0/0,1/0;0/4,1/16;0/10,1/10;0/3,1/2;0/5,1/5;0/9,1/19;0/24,1/22;0/16,1/34;0/224,1/224
2340;33;48;2;2;0/2152.22,1/1961.38;0/40.4,1/43.02;0/2340,1/2340;0/2340,1/2340;0/0,1/10;0/0,1/0;0/1,1/12;0/8,1/12;0/3,1/2;0/5,1/5;0/12,1/21;0/25,1/23;0/19,1/38;0/230,1/230
2400;35;50;2;2;0/2200.36,1/2001.02;0/40.8,1/43.38;0/2400,1/2400;0/2400,1/2400;0/0,1/10;0/0,1/0;0/0,1/11;0/4,1/10;0/3,1/2;0/5,1/5;0/13,1/22;0/26,1/24;0/20,1/40;0/236,1/236
2460;37;50;2;2;0/2260.36,1/2041.02;0/41.29,1/43.78;0/2460,1/2460;0/2460,1/2460;0/0,1/8;0/0,1/0;0/0,1/9;0/10,1/10;0/3,1/2;0/5,1/5;0/13,1/24;0/26,1/24;0/20,1/42;0/242,1/242
2520;39;51;2;2;0/2320.36,1/2081.02;0/41.69,1/44.13;0/2520,1/2520;0/2520,1/2520;0/0,1/6;0/0,1/0;0/0,1/8;0/9,1/11;0/3,1/2;0/5,1/5;0/13,1/26;0/27,1/24;0/20,1/44;0/248,1/248
2580;41;52;2;2;0/2380.36,1/2121.02;0/42.09,1/44.58;0/2580,1/2580;0/2580,1/2580;0/0,1/4;0/0,1/0;0/0,1/6;0/11,1/7;0/3,1/2;0/5,1/5;0/13,1/28;0/27,1/25;0/20,1/46;0/254,1/254
2640;43;54;2;2;0/2440.36,1/2161.02;0/42.44,1/44.89;0/2640,1/2640;0/2640,1/2640;0/0,1/3;0/0,1/0;0/0,1/4;0/11,1/8;0/3,1/2;0/5,1/5;0/13,1/30;0/28,1/26;0/20,1/48;0/260,1/260
2700;45;54;2;2;0/2500.36,1/2201.02;0/42.89,1/45.33;0/2700,1/2700;0/2700,1/2700;0/0,1/2;0/0,1/0;0/0,1/3;0/16,1/11;0/3,1/2;0/5,1/5;0/13,1/32;0/28,1/26;0/20,1/50;0/266,1/266
2760;47;56;2;2;0/2560.36,1/2242.49;0/43.2,1/45.69;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/0,1/1;0/15,1/10;0/3,1/2;0/5,1/5;0/13,1/34;0/29,1/27;0/20,1/52;0/272,1/272
2820;48;56;2;2;0/2620.36,1/2291.02;0/43.6,1/46.09;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/11;0/3,1/2;0/5,1/5;0/13,1/35;0/29,1/27;0/20,1/53;0/278,1/278
2880;48;58;2;2;0/2680.36,1/2351.02;0/43.96,1/46.4;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/5;0/3,1/2;0/5,1/5;0/13,1/35;0/30,1/28;0/20,1/53;0/284,1/284
2940;48;60;2;2;0/2740.36,1/2411.02;0/44.31,1/46.89;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/11;0/3,1/2;0/5,1/5;0/13,1/35;0/31,1/29;0/20,1/53;0/290,1/290
3000;48;60;2;2;0/2800.36,1/2471.02;0/44.76,1/47.29;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/13,1/35;0/31,1/29;0/20,1/53;0/296,1/296
3060;48;62;2;2;0/2860.36,1/2531.02;0/45.2,1/47.69;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/0;0/17,1/5;0/3,1/2;0/5,1/5;0/13,1/35;0/32,1/30;0/20,1/53;0/302,1/302
3120;48;64;2;2;0/2920.36,1/2591.02;0/45.6,1/48.13;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/13;0/3,1/2;0/5,1/5;0/13,1/35;0/33,1/31;0/20,1/53;0/308,1/308
3180;48;65;2;2;0/2980.36,1/2651.02;0/45.91,1/48.53;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/13,1/35;0/33,1/32;0/20,1/53;0/314,1/314
3240;48;65;2;2;0/3040.36,1/2711.02;0/46.27,1/48.89;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/8;0/3,1/2;0/5,1/5;0/13,1/35;0/33,1/32;0/20,1/53;0/320,1/320
3300;48;67;2;2;0/3100.36,1/2771.02;0/46.67,1/49.29;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/0,1/0;0/1,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/13,1/35;0/34,1/33;0/20,1/53;0/326,1/326
3360;49;68;2;2;0/3150.36,1/2831.02;0/47.16,1/49.73;0/3360,1/3360;0/3360,1/3360;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/14,1/35;0/35,1/33;0/21,1/53;0/332,1/332
3420;49;69;2;2;0/3210.36,1/2891.02;0/47.51,1/50.09;0/3420,1/3420;0/3420,1/3420;0/0,1/7;0/0,1/0;0/3,1/10;0/8,1/10;0/3,1/2;0/5,1/5;0/14,1/35;0/35,1/34;0/21,1/53;0/338,1/337
3480;54;71;2;2;0/3240.36,1/2921.02;0/47.96,1/55.82;0/3480,1/3480;0/3480,1/3480;0/0,1/5;0/0,1/0;0/0,1/7;0/9,1/9;0/3,1/2;0/5,1/5;0/17,1/37;0/36,1/35;0/24,1/56;0/344,1/343
3540;57;72;2;2;0/3300.36,1/2956.93;0/48.36,1/56.27;0/3540,1/3540;0/3540,1/3540;0/0,1/3;0/0,1/0;0/0,1/4;0/8,1/11;0/3,1/2;0/5,1/5;0/17,1/40;0/37,1/35;0/24,1/59;0/350,1/349
3600;58;73;2;2;0/3360.36,1/3001.02;0/48.8,1/56.67;0/3600,1/3600;0/3600,1/3600;0/0,1/2;0/0,1/2;0/0,1/3;0/11,1/9;0/3,1/2;0/5,1/5;0/17,1/41;0/37,1/36;0/24,1/60;0/356,1/355
3660;60;74;2;2;0/3420.36,1/3041.02;0/49.2,1/57.07;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/8;0/3,1/2;0/5,1/5;0/17,1/43;0/38,1/36;0/24,1/62;0/362,1/361
3720;61;75;2;2;0/3480.36,1/3091.02;0/49.6,1/57.47;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/6;0/3,1/2;0/5,1/5;0/17,1/44;0/38,1/37;0/24,1/63;0/368,1/367
3780;61;77;2;2;0/3540.36,1/3151.02;0/50,1/57.96;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/1,1/0;0/0,1/0;0/6,1/9;0/3,1/2;0/5,1/5;0/17,1/44;0/39,1/38;0/24,1/63;0/374,1/373
3840;61;78;2;2;0/3600.36,1/3211.02;0/50.4,1/58.36;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/17,1/44;0/39,1/39;0/24,1/63;0/379,1/379
3900;61;80;2;2;0/3660.36,1/3271.02;0/50.8,1/58.71;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/17,1/44;0/40,1/40;0/24,1/63;0/385,1/385
3960;61;83;2;2;0/3720.36,1/3331.02;0/51.24,1/59.16;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/6;0/3,1/2;0/5,1/5;0/17,1/44;0/41,1/42;0/24,1/63;0/391,1/391
4020;61;85;2;2;0/3780.36,1/3391.02;0/51.64,1/59.64;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/10;0/3,1/2;0/5,1/5;0/17,1/44;0/42,1/43;0/24,1/63;0/397,1/397
4080;61;87;2;2;0/3840.36,1/3451.02;0/52,1/60;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/1;0/0,1/0;0/13,1/15;0/3,1/2;0/5,1/5;0/17,1/44;0/43,1/44;0/24,1/63;0/403,1/402
4140;61;89;2;2;0/3900.36,1/3511.02;0/52.13,1/60.22;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/14;0/3,1/2;0/5,1/5;0/17,1/44;0/44,1/45;0/24,1/63;0/409,1/408
4200;61;90;2;2;0/3960.36,1/3571.02;0/52.27,1/60.36;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/17;0/3,1/2;0/5,1/5;0/17,1/44;0/45,1/45;0/24,1/63;0/415,1/414
4260;61;92;2;2;0/4020.36,1/3631.02;0/52.4,1/60.36;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/11;0/3,1/2;0/5,1/5;0/17,1/44;0/46,1/46;0/24,1/63;0/421,1/420
4320;61;94;2;2;0/4080.36,1/3691.02;0/52.53,1/60.53;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/12;0/3,1/2;0/5,1/5;0/17,1/44;0/47,1/47;0/24,1/63;0/427,1/426
4380;64;94;2;2;0/4115.64,1/3727.96;0/52.62,1/60.62;0/4380,1/4380;0/4380,1/4380;0/3,1/13;0/0,1/0;0/7,1/14;0/11,1/12;0/3,1/2;0/5,1/5;0/18,1/46;0/47,1/47;0/27,1/66;0/433,1/432
4440;68;96;2;2;0/4128.98,1/3762.8;0/52.76,1/60.76;0/4440,1/4440;0/4440,1/4440;0/0,1/9;0/0,1/0;0/2,1/12;0/9,1/14;0/3,1/2;0/5,1/5;0/21,1/47;0/48,1/48;0/32,1/68;0/439,1/438
4500;70;98;2;2;0/4160.8,1/3791.38;0/52.89,1/60.8;0/4500,1/4500;0/4500,1/4500;0/0,1/7;0/0,1/0;0/0,1/9;0/8,1/12;0/3,1/2;0/5,1/5;0/22,1/48;0/49,1/49;0/34,1/71;0/445,1/444
4560;72;101;2;2;0/4220.8,1/3831.47;0/53.07,1/60.98;0/4560,1/4560;0/4560,1/4560;0/0,1/6;0/0,1/0;0/0,1/7;0/11,1/17;0/3,1/2;0/5,1/5;0/22,1/50;0/51,1/50;0/34,1/73;0/451,1/450
4620;74;103;2;2;0/4280.8,1/3871.56;0/53.2,1/61.02;0/4620,1/4620;0/4620,1/4620;0/0,1/5;0/0,1/0;0/0,1/5;0/13,1/13;0/3,1/2;0/5,1/5;0/22,1/52;0/52,1/51;0/34,1/75;0/457,1/456
4680;75;104;2;2;0/4340.8,1/3921.6;0/53.29,1/61.2;0/4680,1/4680;0/4680,1/4680;0/0,1/3;0/0,1/0;0/0,1/4;0/12,1/13;0/3,1/2;0/5,1/5;0/22,1/53;0/53,1/51;0/34,1/76;0/463,1/462
4740;77;105;2;2;0/4400.8,1/3961.69;0/53.38,1/61.2;0/4740,1/4740;0/4740,1/4740;0/0,1/2;0/0,1/0;0/0,1/3;0/10,1/7;0/3,1/2;0/5,1/5;0/22,1/55;0/53,1/52;0/34,1/78;0/469,1/468
4800;78;108;2;2;0/4460.8,1/4011.73;0/53.56,1/61.33;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/0,1/2;0/16,1/9;0/3,1/2;0/5,1/5;0/22,1/56;0/54,1/54;0/34,1/79;0/475,1/474
4860;80;109;2;2;0/4520.8,1/4051.82;0/53.56,1/61.47;0/4860,1/4860;0/4860,1/4860;0/0,1/1;0/0,1/0;0/0,1/1;0/10,1/12;0/3,1/2;0/5,1/5;0/22,1/58;0/54,1/55;0/34,1/81;0/481,1/480
4920;81;110;2;2;0/4580.8,1/4101.87;0/53.73,1/61.6;0/4920,1/4920;0/4920,1/4920;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/14;0/3,1/2;0/5,1/5;0/22,1/59;0/55,1/55;0/34,1/82;0/487,1/486
4980;81;111;2;2;0/4640.8,1/4161.87;0/53.82,1/61.64;0/4980,1/4980;0/4980,1/4980;0/1,1/1;0/0,1/0;0/1,1/1;0/13,1/10;0/3,1/2;0/5,1/5;0/22,1/59;0/55,1/56;0/34,1/82;0/493,1/492
5040;82;112;2;2;0/4700.8,1/4211.91;0/53.87,1/61.78;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/1,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/22,1/60;0/56,1/56;0/34,1/83;0/499,1/498
5100;83;114;2;2;0/4750.84,1/4271.91;0/54,1/61.91;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/11;0/3,1/2;0/5,1/5;0/23,1/60;0/57,1/57;0/35,1/83;0/505,1/504
5160;83;116;2;2;0/4810.84,1/4331.91;0/54.04,1/61.96;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/8;0/3,1/2;0/5,1/5;0/23,1/60;0/58,1/58;0/35,1/83;0/511,1/510
5220;83;118;2;2;0/4870.84,1/4391.91;0/54.18,1/62.13;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/23,1/60;0/59,1/59;0/35,1/83;0/517,1/516
5280;83;120;2;2;0/4930.84,1/4451.91;0/54.4,1/62.31;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/23,1/60;0/60,1/60;0/35,1/83;0/523,1/522
5340;83;122;2;2;0/4990.84,1/4511.91;0/54.53,1/62.44;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/12;0/3,1/2;0/5,1/5;0/23,1/60;0/61,1/61;0/35,1/83;0/529,1/528
5400;83;123;2;2;0/5050.84,1/4571.91;0/54.58,1/62.53;0/5400,1/5400;0/5400,1/5400;0/1,1/0;0/0,1/0;0/1,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/23,1/60;0/61,1/62;0/35,1/83;0/535,1/534
5459.96;84;126;2;2;0/5108.4,1/4631.87;0/54.71,1/62.67;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/12;0/3,1/2;0/5,1/5;0/24,1/60;0/63,1/63;0/36,1/83;0/541,1/540
5519.96;84;128;2;2;0/5160.84,1/4691.87;0/54.89,1/62.8;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/0;0/0,1/0;0/0,1/0;0/4,1/10;0/3,1/2;0/5,1/5;0/24,1/60;0/64,1/64;0/36,1/83;0/547,1/546
5579.96;89;129;2;2;0/5199.02,1/4729.91;0/69.96,1/62.89;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/7;0/0,1/0;0/0,1/7;0/15,1/8;0/3,1/2;0/5,1/5;0/27,1/62;0/65,1/64;0/39,1/86;0/551,1/552
5639.96;90;130;2;2;0/5250.98,1/4778.76;0/97.56,1/63.02;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/5;0/0,1/0;0/0,1/6;0/11,1/2;0/3,1/2;0/5,1/5;0/27,1/63;0/66,1/64;0/39,1/87;0/555,1/558
5699.96;92;132;2;2;0/5310.98,1/4819.6;0/97.64,1/63.16;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/4;0/0,1/0;0/1,1/5;0/8,1/6;0/3,1/2;0/5,1/5;0/27,1/65;0/67,1/65;0/39,1/89;0/561,1/564
