time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
399.28,Bot7,17886517,Pod19,OutputStation4,64.96,0,0,0,-64.96,0,399.28,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,462.87,399.28,468.53,69.26,4.3,1,5.67
422.18,Bot19,66072087,Pod355,OutputStation5,43.75,0,0,0,-43.75,0,422.18,StationSlack,0,1,immediate_release,0,0,0,43.75,0,,,,0,0,463.72,422.18,469.16,46.98,3.23,1,5.44
422.61,Bot11,37146763,Pod783,OutputStation1,69.88,0,0,0,-69.88,0,422.61,StationSlack,0,1,immediate_release,0,0,0,69.88,0,,,,0,0,473.78,422.61,480.74,58.13,-11.75,1,6.95
435.59,Bot16,16077967,Pod336,OutputStation9,19.7,0,0,0,-19.7,0,435.59,StationSlack,0,1,immediate_release,0,0,0,19.7,0,,,,0,0,449.35,435.59,456.31,20.72,1.02,1,6.96
440.7,Bot13,63841598,Pod7,OutputStation8,37.04,0,0,0,-37.04,0,440.7,StationSlack,0,1,immediate_release,0,0,0,37.04,0,,,,0,0,473.2,440.7,480.29,39.59,2.56,1,7.09
445.24,Bot17,39510869,Pod290,OutputStation10,65.71,0,0,0,-65.71,0,445.24,StationSlack,0,1,immediate_release,0,0,0,65.71,0,,,,0,0,507.57,445.24,514.5,69.26,3.55,1,6.92
474.6,Bot9,21570652,Pod6,OutputStation11,76.67,8.61,0,8.61,-68.06,0,474.6,StationSlack,0,0,immediate_release,0,8.61,0,76.67,8.61,,,,0,0,524.1,474.6,530.92,56.33,-20.34,1,6.83
483.69,Bot8,37703477,Pod24,OutputStation0,73.12,0,0,0,-73.12,0,483.69,StationSlack,0,1,immediate_release,0,0,0,73.12,0,,,,0,0,554.55,483.69,560.04,76.35,3.23,1,5.49
489.65,Bot5,39841133,Pod728,OutputStation6,45.83,0,0,0,-45.83,0,489.65,StationSlack,0,1,immediate_release,0,0,0,45.83,0,,,,0,0,531.97,489.65,537.51,47.86,2.03,1,5.54
497.08,Bot1,8654599,Pod649,OutputStation2,24.83,0,0,0,-24.83,0,497.08,StationSlack,0,1,immediate_release,0,0,0,24.83,0,,,,0,0,517.55,497.08,523.07,25.99,1.16,1,5.53
509.4,Bot7,6759337,Pod606,OutputStation4,20.21,0,0,0,-20.21,0,509.4,StationSlack,0,1,immediate_release,0,0,0,20.21,0,,,,1,0,523.07,509.4,530.03,20.63,0.42,1,6.95
524.01,Bot3,23025885,Pod193,OutputStation7,64.29,0,0,0,-64.29,0,524.01,StationSlack,0,1,immediate_release,0,0,0,64.29,0,,,,0,0,590.85,524.01,596.54,72.54,8.25,1,5.7
531.97,Bot14,969650,Pod206,OutputStation3,56.92,0,0,0,-56.92,0,531.97,StationSlack,0,1,immediate_release,0,0,0,56.92,0,,,,0,0,586.01,531.97,591.43,59.46,2.55,1,5.42
531.97,Bot16,51723844,Pod45,OutputStation9,49.79,0,0,0,-49.79,0,531.97,StationSlack,0,1,immediate_release,0,0,0,49.79,0,,,,0,0,579.43,531.97,585.18,53.21,3.42,1,5.75
573.69,Bot13,7874317,Pod784,OutputStation8,62.96,0,0,0,-62.96,0,573.69,StationSlack,0,1,immediate_release,0,0,0,62.96,0,,,,0,0,632.2,573.69,639.32,65.64,2.68,1,7.13
577.76,Bot12,62446395,Pod1166,OutputStation11,55,0,0,0,-55,0,577.76,StationSlack,0,1,immediate_release,0,0,0,55,0,,,,0,0,628.41,577.76,635.34,57.58,2.58,1,6.93
587.84,Bot17,17947797,Pod262,OutputStation10,55.25,0,0,0,-55.25,0,587.84,StationSlack,0,1,immediate_release,0,0,0,55.25,0,,,,0,0,639.05,587.84,645.95,58.11,2.86,1,6.9
596.5,Bot9,11236965,Pod1021,OutputStation11,51.79,0,0,0,-51.79,0,596.5,StationSlack,0,1,immediate_release,0,0,0,51.79,0,,,,0,0,646.07,596.5,703.98,107.48,55.69,0,57.91
618.25,Bot11,2844174,Pod550,OutputStation1,81.12,0,0,0,-81.12,0,618.25,StationSlack,0,1,immediate_release,0,0,0,81.12,0,,,,0,0,703.27,618.25,708.92,90.66,9.54,1,5.65
642.6,Bot1,19947829,Pod643,OutputStation2,58.25,0,0,0,-58.25,0,642.6,StationSlack,0,1,immediate_release,0,0,0,58.25,0,,,,0,0,697.19,642.6,702.61,60.01,1.76,1,5.42
647.33,Bot16,58208553,Pod144,OutputStation9,55.12,0,0,0,-55.12,0,647.33,StationSlack,0,1,immediate_release,0,0,0,55.12,0,,,,0,0,697.63,647.33,704.52,57.19,2.07,1,6.89
649.66,Bot3,42211314,Pod96,OutputStation7,40.96,0,0,0,-40.96,0,649.66,StationSlack,0,1,immediate_release,0,0,0,40.96,0,,,,0,0,687.07,649.66,692.54,42.87,1.91,1,5.47
655.06,Bot19,17018161,Pod365,OutputStation5,54.29,0,0,0,-54.29,0,655.06,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,705.65,655.06,711.07,56,1.71,1,5.42
661.06,Bot5,3624973,Pod106,OutputStation6,42.21,0,0,0,-42.21,0,661.06,StationSlack,0,1,immediate_release,0,0,0,42.21,0,,,,0,0,698.14,661.06,705.07,44.01,1.8,1,6.93
665.07,Bot7,7859315,Pod1014,OutputStation4,54.42,0,0,0,-54.42,0,665.07,StationSlack,0,1,immediate_release,0,0,0,54.42,0,,,,0,0,714.81,665.07,721.83,56.76,2.35,1,7.02
725.21,Bot8,29786778,Pod261,OutputStation0,71.71,0,0,0,-71.71,0,725.21,StationSlack,0,1,immediate_release,0,0,0,71.71,0,,,,0,0,802.82,725.21,808.23,83.02,11.31,1,5.41
745.15,Bot12,8237155,Pod85,OutputStation11,50,11.11,0,11.11,-38.89,0,745.15,StationSlack,0,0,immediate_release,1,1.11,10,50,11.11,,,,0,0,797.07,745.15,802.72,57.57,7.57,1,5.66
764.68,Bot3,32060649,Pod254,OutputStation7,55.54,0,0,0,-55.54,0,764.68,StationSlack,0,1,immediate_release,0,0,0,55.54,0,,,,0,0,816.62,764.68,822.03,57.34,1.8,1,5.4
772.31,Bot14,57063414,Pod1146,OutputStation3,53.04,0,0,0,-53.04,0,772.31,StationSlack,0,1,immediate_release,0,0,0,53.04,0,,,,0,0,821.27,772.31,828.27,55.97,2.93,1,7
773.43,Bot17,33261134,Pod0,OutputStation10,52.21,0,0,0,-52.21,0,773.43,StationSlack,0,1,immediate_release,0,0,0,52.21,0,,,,0,0,822.08,773.43,829.03,55.6,3.39,1,6.96
780.5,Bot16,58842242,Pod15,OutputStation9,60.29,0,0,0,-60.29,0,780.5,StationSlack,0,1,immediate_release,0,0,0,60.29,0,,,,0,0,837.54,780.5,842.94,62.44,2.14,1,5.4
800.44,Bot1,25715531,Pod911,OutputStation2,33.91,0,0,0,-33.91,0,800.44,StationSlack,0,1,immediate_release,0,0,0,33.91,0,,,,0,0,829.44,800.44,836.6,36.16,2.25,1,7.16
809.47,Bot9,11241476,Pod277,OutputStation11,85,13.26,0,13.26,-71.74,0,809.47,StationSlack,0,0,immediate_release,1,3.26,10,85,13.26,,,,0,0,851.55,809.47,857.03,47.56,-37.44,1,5.48
837.23,Bot13,56142086,Pod114,OutputStation8,49.13,0,0,0,-49.13,0,837.23,StationSlack,0,1,immediate_release,0,0,0,49.13,0,,,,0,0,882.18,837.23,889.1,51.88,2.75,1,6.93
856.03,Bot5,9861635,Pod97,OutputStation6,51.79,0,0,0,-51.79,0,856.03,StationSlack,0,1,immediate_release,0,0,0,51.79,0,,,,0,0,906.62,856.03,912.02,56,4.2,1,5.4
856.93,Bot11,8483513,Pod678,OutputStation1,48.96,0,0,0,-48.96,0,856.93,StationSlack,0,1,immediate_release,0,0,0,48.96,0,,,,0,0,901.92,856.93,907.74,50.81,1.85,1,5.82
867.07,Bot19,36064171,Pod1176,OutputStation5,69.13,0,0,0,-69.13,0,867.07,StationSlack,0,1,immediate_release,0,0,0,69.13,0,,,,0,0,932.76,867.07,939.67,72.6,3.48,1,6.91
909.23,Bot9,57292263,Pod1150,OutputStation11,16.83,0,0,0,-16.83,0,909.23,StationSlack,0,1,immediate_release,0,0,0,16.83,0,,,,0,0,921.49,909.23,927.03,17.8,0.96,1,5.54
912.18,Bot12,18818860,Pod354,OutputStation11,133.33,0,0,0,-133.33,0,912.18,StationSlack,0,0,immediate_release,0,0,0,133.33,0,,,,0,0,980.72,912.18,1035.81,123.63,-9.71,0,55.09
916.61,Bot8,19218446,Pod585,OutputStation0,46.58,0,0,0,-46.58,0,916.61,StationSlack,0,1,immediate_release,0,0,0,46.58,0,,,,0,0,958.73,916.61,965.73,49.12,2.54,1,7
917.5,Bot16,21278887,Pod3,OutputStation9,34.88,0,0,0,-34.88,0,917.5,StationSlack,0,1,immediate_release,0,0,0,34.88,0,,,,0,0,946.45,917.5,954.78,37.28,2.41,1,8.34
922.29,Bot7,18342472,Pod475,OutputStation4,73.13,0,0,0,-73.13,0,922.29,StationSlack,0,1,immediate_release,0,0,0,73.13,0,,,,0,0,993.61,922.29,1000.54,78.25,5.13,1,6.93
922.56,Bot17,34698981,Pod1014,OutputStation10,54.88,0,0,0,-54.88,0,922.56,StationSlack,0,1,immediate_release,0,0,0,54.88,0,,,,0,0,976.19,922.56,983.34,60.78,5.91,1,7.15
932.7,Bot3,39418085,Pod283,OutputStation7,67.95,0,0,0,-67.95,0,932.7,StationSlack,0,1,immediate_release,0,0,0,67.95,0,,,,0,0,998.01,932.7,1003.51,70.81,2.86,1,5.5
958.73,Bot14,60325173,Pod23,OutputStation3,63.13,0,0,0,-63.13,0,958.73,StationSlack,0,1,immediate_release,0,0,0,63.13,0,,,,0,0,1018.09,958.73,1025.36,66.62,3.5,1,7.26
963.69,Bot13,6055653,Pod185,OutputStation8,56.29,0,0,0,-56.29,0,963.69,StationSlack,0,1,immediate_release,0,0,0,56.29,0,,,,0,0,1016.52,963.69,1023.44,59.75,3.46,1,6.92
1013.26,Bot1,50915948,Pod53,OutputStation2,30.83,0,0,0,-30.83,0,1013.26,StationSlack,0,1,immediate_release,0,0,0,30.83,0,,,,0,0,1037.28,1013.26,1045.65,32.4,1.56,1,8.37
1016.09,Bot5,42542212,Pod952,OutputStation6,28.33,0,0,0,-28.33,0,1016.09,StationSlack,0,1,immediate_release,0,0,0,28.33,0,,,,0,0,1038.36,1016.09,1045.45,29.36,1.03,1,7.09
1053.18,Bot16,65309651,Pod57,OutputStation9,69.71,0,0,0,-69.71,0,1053.18,StationSlack,0,1,immediate_release,0,0,0,69.71,0,,,,0,0,1120.79,1053.18,1127.82,74.64,4.93,1,7.03
1055.25,Bot17,47335594,Pod1138,OutputStation10,64.29,0,0,0,-64.29,0,1055.25,StationSlack,0,1,immediate_release,0,0,0,64.29,0,,,,0,0,1129.63,1055.25,1135.89,80.64,16.35,1,6.27
1064.97,Bot9,35654905,Pod277,OutputStation11,36.67,13.02,0,13.02,-23.65,0,1064.97,StationSlack,0,0,immediate_release,1,3.02,10,36.67,13.02,,,,0,0,1097.79,1064.97,1105.62,40.66,3.99,0,7.83
1082.69,Bot3,23456209,Pod74,OutputStation7,70.38,0,0,0,-70.38,0,1082.69,StationSlack,0,1,immediate_release,0,0,0,70.38,0,,,,0,0,1150.68,1082.69,1157.62,74.93,4.56,1,6.94
1098.67,Bot11,44604039,Pod13,OutputStation1,57,0,0,0,-57,0,1098.67,StationSlack,0,1,immediate_release,0,0,0,57,0,,,,0,0,1151.59,1098.67,1157.3,58.63,1.63,1,5.71
1107.47,Bot14,54101881,Pod30,OutputStation3,35,0,0,0,-35,0,1107.47,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,1137.82,1107.47,1144.15,36.69,1.69,1,6.33
1111.73,Bot8,35529054,Pod237,OutputStation0,56.29,0,0,0,-56.29,0,1111.73,StationSlack,0,1,immediate_release,0,0,0,56.29,0,,,,0,0,1167.67,1111.73,1173.2,61.47,5.18,1,5.54
1120.79,Bot7,59953998,Pod19,OutputStation4,29.75,0,0,0,-29.75,0,1120.79,StationSlack,0,1,immediate_release,0,0,0,29.75,0,,,,0,0,1144.38,1120.79,1151.35,30.55,0.8,1,6.97
1125.56,Bot5,28380941,Pod80,OutputStation6,61.87,0,0,0,-61.87,0,1125.56,StationSlack,0,1,immediate_release,0,0,0,61.87,0,,,,0,0,1181.18,1125.56,1186.6,61.04,-0.83,1,5.42
1130.49,Bot13,17154888,Pod990,OutputStation8,59.79,0,0,0,-59.79,0,1130.49,StationSlack,0,1,immediate_release,0,0,0,59.79,0,,,,0,0,1186.11,1130.49,1194.37,63.88,4.09,1,8.26
1137.28,Bot19,10609978,Pod871,OutputStation5,63.63,0,0,0,-63.63,0,1137.28,StationSlack,0,1,immediate_release,0,0,0,63.63,0,,,,0,0,1198.25,1137.28,1203.67,66.39,2.77,1,5.42
1138.44,Bot12,33133087,Pod265,OutputStation11,25.12,0,0,0,-25.12,0,1138.44,StationSlack,0,1,immediate_release,0,0,0,25.12,0,,,,0,0,1156.8,1138.44,1164.01,25.57,0.45,1,7.21
1184.51,Bot9,18610284,Pod195,OutputStation11,95,9.57,0,9.57,-85.43,0,1184.51,StationSlack,0,0,immediate_release,0,9.57,0,95,9.57,,,,1,0,1232.31,1184.51,1241.51,57.01,-37.99,0,9.2
1191.41,Bot1,44484983,Pod335,OutputStation2,63.87,0,0,0,-63.87,0,1191.41,StationSlack,0,1,immediate_release,0,0,0,63.87,0,,,,0,0,1269.71,1191.41,1275.12,83.71,19.84,1,5.4
1201.76,Bot11,45676065,Pod220,OutputStation1,22.33,0,0,0,-22.33,0,1201.76,StationSlack,0,1,immediate_release,0,0,0,22.33,0,,,,0,0,1219.05,1201.76,1224.45,22.69,0.35,1,5.4
1201.76,Bot14,19988199,Pod678,OutputStation3,30.92,0,0,0,-30.92,0,1201.76,StationSlack,0,1,immediate_release,0,0,0,30.92,0,,,,0,0,1227.49,1201.76,1233.05,31.29,0.37,1,5.56
1209.91,Bot7,8431405,Pod32,OutputStation4,42.25,0,0,0,-42.25,0,1209.91,StationSlack,0,1,immediate_release,0,0,0,42.25,0,,,,0,0,1249.18,1209.91,1254.66,44.75,2.5,1,5.48
1219.95,Bot16,10907158,Pod359,OutputStation9,58.38,0,0,0,-58.38,0,1219.95,StationSlack,0,1,immediate_release,0,0,0,58.38,0,,,,0,0,1275.21,1219.95,1282.13,62.18,3.8,1,6.92
1241.94,Bot13,8317934,Pod254,OutputStation8,29.17,0,0,0,-29.17,0,1241.94,StationSlack,0,1,immediate_release,0,0,0,29.17,0,,,,0,0,1264.29,1241.94,1271.26,29.32,0.15,1,6.97
1266.07,Bot12,746300,Pod3,OutputStation11,18.33,8.22,0,8.22,-10.12,0,1266.07,StationSlack,0,0,immediate_release,0,8.22,0,18.33,8.22,,,,0,0,1279.6,1266.07,1286.56,20.48,2.15,1,6.95
1267.27,Bot17,39098515,Pod33,OutputStation10,52.29,0,0,0,-52.29,0,1267.27,StationSlack,0,1,immediate_release,0,0,0,52.29,0,,,,0,0,1316.67,1267.27,1322.09,54.83,2.54,1,5.43
1267.59,Bot3,48659578,Pod1061,OutputStation7,52.96,0,0,0,-52.96,0,1267.59,StationSlack,0,1,immediate_release,0,0,0,52.96,0,,,,0,0,1320.33,1267.59,1325.85,58.27,5.31,1,5.53
1275.5,Bot19,6007011,Pod25,OutputStation5,48.37,0,0,0,-48.37,0,1275.5,StationSlack,0,1,immediate_release,0,0,0,48.37,0,,,,0,0,1321.6,1275.5,1327.26,51.77,3.4,1,5.66
1277.25,Bot11,44896472,Pod37,OutputStation1,22.37,0,0,0,-22.37,0,1277.25,StationSlack,0,1,immediate_release,0,0,0,22.37,0,,,,0,0,1293.15,1277.25,1300.04,22.79,0.42,1,6.89
1280,Bot14,17034928,Pod410,OutputStation3,29.58,0,0,0,-29.58,0,1280,StationSlack,0,1,immediate_release,0,0,0,29.58,0,,,,0,0,1302.59,1280,1309.64,29.64,0.06,1,7.05
1303.95,Bot5,23527303,Pod1150,OutputStation6,36.21,0,0,0,-36.21,0,1303.95,StationSlack,0,1,immediate_release,0,0,0,36.21,0,,,,0,0,1345.12,1303.95,1351.92,47.97,11.77,1,6.8
1308.29,Bot8,51043549,Pod196,OutputStation0,46.42,0,0,0,-46.42,0,1308.29,StationSlack,0,1,immediate_release,0,0,0,46.42,0,,,,0,0,1349.57,1308.29,1356.51,48.22,1.8,1,6.94
1314.75,Bot7,43164662,Pod69,OutputStation4,57.13,0,0,0,-57.13,0,1314.75,StationSlack,0,1,immediate_release,0,0,0,57.13,0,,,,0,0,1368.15,1314.75,1375.33,60.58,3.46,1,7.18
1318.93,Bot9,35497667,Pod71,OutputStation11,85,8,0,8,-77,0,1318.93,StationSlack,0,0,immediate_release,0,8,0,85,8,,,,0,0,1363.24,1318.93,1374.81,55.87,-29.13,0,11.57
1341.09,Bot11,24658435,Pod30,OutputStation1,37.08,0,0,0,-37.08,0,1341.09,StationSlack,0,1,immediate_release,0,0,0,37.08,0,,,,0,0,1373.03,1341.09,1380.26,39.17,2.08,1,7.23
1361.37,Bot16,51671703,Pod1171,OutputStation9,58.38,0,0,0,-58.38,0,1361.37,StationSlack,0,1,immediate_release,0,0,0,58.38,0,,,,0,0,1417.79,1361.37,1423.32,61.96,3.58,1,5.54
1374.21,Bot19,46326459,Pod1165,OutputStation5,42.96,0,0,0,-42.96,0,1374.21,StationSlack,0,1,immediate_release,0,0,0,42.96,0,,,,0,0,1414.27,1374.21,1419.77,45.56,2.6,1,5.5
1375.24,Bot13,62392149,Pod924,OutputStation8,59.08,0,0,0,-59.08,0,1375.24,StationSlack,0,1,immediate_release,0,0,0,59.08,0,,,,0,0,1431.7,1375.24,1437.11,61.88,2.79,1,5.41
1385.47,Bot17,636084,Pod59,OutputStation10,36.88,0,0,0,-36.88,0,1385.47,StationSlack,0,1,immediate_release,0,0,0,36.88,0,,,,0,0,1417.33,1385.47,1424.35,38.88,2.01,1,7.02
1390.31,Bot1,5724764,Pod937,OutputStation2,44.96,0,0,0,-44.96,0,1390.31,StationSlack,0,1,immediate_release,0,0,0,44.96,0,,,,0,0,1432.66,1390.31,1438.13,47.82,2.87,1,5.47
1424.31,Bot12,7965634,Pod81,OutputStation11,49.67,0,0,0,-49.67,0,1424.31,StationSlack,0,1,immediate_release,0,0,0,49.67,0,,,,0,0,1471.21,1424.31,1476.66,52.35,2.69,1,5.45
1437.42,Bot5,57697049,Pod72,OutputStation6,71.95,0,0,0,-71.95,0,1437.42,StationSlack,0,1,immediate_release,0,0,0,71.95,0,,,,0,0,1508.09,1437.42,1513.68,76.26,4.31,1,5.59
1445.99,Bot14,4581849,Pod3,OutputStation3,59.12,0,0,0,-59.12,0,1445.99,StationSlack,0,1,immediate_release,0,0,0,59.12,0,,,,0,0,1505.87,1445.99,1512.67,66.68,7.56,1,6.8
1447.25,Bot11,40443445,Pod661,OutputStation1,44.33,0,0,0,-44.33,0,1447.25,StationSlack,0,1,immediate_release,0,0,0,44.33,0,,,,0,0,1488.17,1447.25,1493.74,46.5,2.16,1,5.57
1451.2,Bot3,28446688,Pod77,OutputStation7,50.25,0,0,0,-50.25,0,1451.2,StationSlack,0,1,immediate_release,0,0,0,50.25,0,,,,0,0,1509.88,1451.2,1516.85,65.65,15.4,1,6.97
1454.78,Bot8,7142519,Pod678,OutputStation0,26.96,0,0,0,-26.96,0,1454.78,StationSlack,0,1,immediate_release,0,0,0,26.96,0,,,,0,0,1476.87,1454.78,1482.67,27.89,0.93,1,5.8
1463.94,Bot16,53576637,Pod121,OutputStation9,34.96,0,0,0,-34.96,0,1463.94,StationSlack,0,1,immediate_release,0,0,0,34.96,0,,,,0,0,1494.71,1463.94,1500.95,37.01,2.05,1,6.24
